Subject,Gait,Sensor,TP,FP,FN,PPV,Sensitivity,RCA,SDA
11,regular,1,473,1,1190,0.9978902953586498,0.28442573662056525,0.4458,0.442676649508657
11,irregular,1,95,423,426,0.1833976833976834,0.18234165067178504,2.1799,0.18286814244465832
11,semiregular,1,358,76,606,0.8248847926267281,0.37136929460580914,0.6229,0.5121602288984263
11,regular,2,493,0,1152,1.0,0.2996960486322188,0.4626,0.461178671655753
11,irregular,2,42,229,229,0.15498154981549817,0.15498154981549817,1.1381,0.15498154981549817
11,semiregular,2,300,56,741,0.8426966292134831,0.2881844380403458,0.5129,0.4294917680744452
11,regular,3,1043,0,52,1.0,0.9525114155251142,0.9766,0.9756782039289056
11,irregular,3,210,286,287,0.42338709677419356,0.4225352112676056,2.0795,0.4229607250755287
11,semiregular,3,619,39,121,0.9407294832826748,0.8364864864864865,0.9429,0.8855507868383404
12,regular,1,530,0,951,1.0,0.35786630654962864,0.5293,0.5271009448035804
12,irregular,1,94,452,455,0.17216117216117216,0.17122040072859745,2.6912,0.17168949771689498
12,semiregular,1,356,89,478,0.8,0.42685851318944845,0.6989,0.5566849100860047
12,regular,2,582,1,848,0.9982847341337907,0.406993006993007,0.5799,0.5782414307004471
12,irregular,2,38,232,234,0.14074074074074075,0.13970588235294118,1.3333,0.14022140221402213
12,semiregular,2,368,76,468,0.8288288288288288,0.44019138755980863,0.6958,0.575
12,regular,3,878,1,255,0.9988623435722411,0.7749338040600177,0.8749,0.8727634194831013
12,irregular,3,185,316,318,0.36926147704590817,0.36779324055666,2.4657,0.36852589641434264
12,semiregular,3,559,67,94,0.8929712460063898,0.8560490045941807,0.9813,0.874120406567631
13,regular,1,597,0,802,1.0,0.4267333809864189,0.6010,0.5981963927855711
13,irregular,1,66,471,474,0.12290502793296089,0.12222222222222222,2.5000,0.12256267409470753
13,semiregular,1,514,67,532,0.8846815834767642,0.491395793499044,0.7166,0.6318377381684082
13,regular,2,575,2,846,0.9965337954939342,0.40464461646727656,0.5790,0.5755755755755756
13,irregular,2,29,297,299,0.08895705521472393,0.08841463414634146,1.5185,0.08868501529051988
13,semiregular,2,442,63,681,0.8752475247524752,0.3935886019590383,0.6221,0.542997542997543
13,regular,3,978,1,42,0.9989785495403473,0.9588235294117647,0.9800,0.9784892446223111
13,irregular,3,194,333,334,0.3681214421252372,0.36742424242424243,2.4444,0.3677725118483412
13,semiregular,3,741,43,103,0.9451530612244898,0.8779620853080569,0.9644,0.9103194103194103
14,regular,1,319,0,1464,1.0,0.17891194615816042,0.3051,0.30352045670789723
14,irregular,1,111,503,504,0.18078175895765472,0.18048780487804877,2.8341,0.18063466232709519
14,semiregular,1,470,71,814,0.8687615526802218,0.3660436137071651,0.5936,0.5150684931506849
14,regular,2,623,0,855,1.0,0.4215155615696888,0.5951,0.5930509281294621
14,irregular,2,10,116,291,0.07936507936507936,0.03322259136212625,0.5853,0.04683840749414521
14,semiregular,2,646,41,490,0.9403202328966521,0.5686619718309859,0.7558,0.7087218869994515
